,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16,turn 17,turn 18,turn 19,turn 20,turn 21
game: 85,0.5,0.16666666666666666,0.16666666666666666,0.0625,0.08333333333333333,0.04,0.01282051282051282,0.07692307692307693,0.034482758620689655,0.06666666666666667,0.047619047619047616,0.0625,0.14285714285714285,,,,,,,,,
game: 86,1.0,0.3333333333333333,0.25,0.16666666666666666,0.14285714285714285,0.058823529411764705,0.07142857142857142,0.058823529411764705,0.058823529411764705,0.06666666666666667,0.1,0.0625,0.041666666666666664,0.14285714285714285,0.125,,,,,,,
game: 87,0.5,0.25,0.16666666666666666,0.08333333333333333,0.07142857142857142,0.08333333333333333,0.02564102564102564,,,,,,,,,,,,,,,
game: 88,1.0,0.3333333333333333,0.25,0.2,0.1111111111111111,0.058823529411764705,0.1,0.030303030303030304,0.05,0.07142857142857142,,,,,,,,,,,,
game: 89,0.5,0.25,0.2,0.08333333333333333,0.07692307692307693,0.2,0.058823529411764705,,,,,,,,,,,,,,,
game: 90,1.0,0.25,0.25,0.1,0.1,0.07692307692307693,0.07142857142857142,0.125,0.1111111111111111,0.09090909090909091,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.1111111111111111,0.05555555555555555,0.05,0.125,0.5,0.5,0.5,,
game: 91,0.5,0.3333333333333333,0.25,0.2,0.125,0.058823529411764705,0.08333333333333333,0.09090909090909091,0.03333333333333333,0.047619047619047616,0.043478260869565216,0.02702702702702703,0.045454545454545456,0.08333333333333333,0.1,0.25,0.25,,,,,
game: 92,1.0,0.3333333333333333,0.2,0.16666666666666666,0.1111111111111111,0.1,0.08333333333333333,,,,,,,,,,,,,,,
game: 93,0.5,0.3333333333333333,0.2,0.1,0.07692307692307693,0.09090909090909091,0.1,0.125,,,,,,,,,,,,,,
game: 94,1.0,0.25,0.25,0.1111111111111111,0.1,0.125,0.07142857142857142,0.03125,,,,,,,,,,,,,,
game: 95,0.5,0.2,0.14285714285714285,0.0625,0.058823529411764705,0.034482758620689655,0.025,0.07692307692307693,0.1,0.08333333333333333,0.025,0.125,0.125,0.25,0.125,0.25,0.25,0.5,0.5,0.5,,
game: 96,1.0,0.25,0.2,0.08333333333333333,0.07142857142857142,0.043478260869565216,0.05555555555555555,0.07692307692307693,,,,,,,,,,,,,,
game: 97,0.5,0.25,0.2,0.09090909090909091,0.05263157894736842,0.058823529411764705,0.02702702702702703,,,,,,,,,,,,,,,
game: 98,1.0,0.5,0.3333333333333333,0.2,0.16666666666666666,0.09090909090909091,0.1111111111111111,0.02857142857142857,0.030303030303030304,0.027777777777777776,,,,,,,,,,,,
game: 99,0.5,0.25,0.2,0.1,0.1111111111111111,0.05555555555555555,0.07692307692307693,0.16666666666666666,0.0196078431372549,0.038461538461538464,0.05555555555555555,0.08333333333333333,0.16666666666666666,,,,,,,,,
